candidate_rank,prompt,prefix_length,baseline_margin,attention_backend,norm_backend,dtype,composition,batch_size,max_abs_diff,mean_abs_diff,top1_changed,top5_changed,output_identical,first_divergence_token,status,reason
30,"Once upon a time, there was a little bird named Tweetie. Tweetie loved to fly and explore new places. One day, she decided to visit her friend who lived far away. She went to the airport to catch a flight. At the airport, Tweetie saw a little girl who was lost and crying. Tweetie cared about the little girl and wanted to help her. She flew to the girl and chirped to get her attention. The little girl saw Tweetie and smiled. Tweetie flew around the airport until she found the girl's parents. They were so grateful and thanked Tweetie. Tweetie realized that helping someone in need was easy and made her",128,0.0078125,eager,native,float32,B_one_short,2,3.337860107421875e-06,5.510144660547667e-07,False,False,True,,ok,
30,"Once upon a time, there was a little bird named Tweetie. Tweetie loved to fly and explore new places. One day, she decided to visit her friend who lived far away. She went to the airport to catch a flight. At the airport, Tweetie saw a little girl who was lost and crying. Tweetie cared about the little girl and wanted to help her. She flew to the girl and chirped to get her attention. The little girl saw Tweetie and smiled. Tweetie flew around the airport until she found the girl's parents. They were so grateful and thanked Tweetie. Tweetie realized that helping someone in need was easy and made her",128,0.0078125,eager,native,float32,C_seven_short,8,6.67572021484375e-06,9.172087516162719e-07,False,False,True,,ok,
30,"Once upon a time, there was a little bird named Tweetie. Tweetie loved to fly and explore new places. One day, she decided to visit her friend who lived far away. She went to the airport to catch a flight. At the airport, Tweetie saw a little girl who was lost and crying. Tweetie cared about the little girl and wanted to help her. She flew to the girl and chirped to get her attention. The little girl saw Tweetie and smiled. Tweetie flew around the airport until she found the girl's parents. They were so grateful and thanked Tweetie. Tweetie realized that helping someone in need was easy and made her",128,0.0078125,eager,native,float32,D_one_long,2,6.67572021484375e-06,1.055872189681395e-06,False,False,True,,ok,
30,"Once upon a time, there was a little bird named Tweetie. Tweetie loved to fly and explore new places. One day, she decided to visit her friend who lived far away. She went to the airport to catch a flight. At the airport, Tweetie saw a little girl who was lost and crying. Tweetie cared about the little girl and wanted to help her. She flew to the girl and chirped to get her attention. The little girl saw Tweetie and smiled. Tweetie flew around the airport until she found the girl's parents. They were so grateful and thanked Tweetie. Tweetie realized that helping someone in need was easy and made her",128,0.0078125,eager,native,float32,E_mixed_lengths,4,6.67572021484375e-06,9.172087516162719e-07,False,False,True,,ok,
31,"Once upon a time, a little boy named Max had a special task. He had to repair a chamber. Max was only three years old, but he was big and strong. The chamber was very big and it was full of pieces. Max wanted to put them together. He got a big hammer and some tough",64,0.0078125,eager,native,float32,A_target_only,1,0.0,0.0,False,False,True,,ok,
31,"Once upon a time, a little boy named Max had a special task. He had to repair a chamber. Max was only three years old, but he was big and strong. The chamber was very big and it was full of pieces. Max wanted to put them together. He got a big hammer and some tough",64,0.0078125,eager,native,float32,B_one_short,2,4.291534423828125e-06,5.758569159297622e-07,False,False,True,,ok,
31,"Once upon a time, a little boy named Max had a special task. He had to repair a chamber. Max was only three years old, but he was big and strong. The chamber was very big and it was full of pieces. Max wanted to put them together. He got a big hammer and some tough",64,0.0078125,eager,native,float32,C_seven_short,8,5.7220458984375e-06,7.831923767298576e-07,False,False,True,,ok,
31,"Once upon a time, a little boy named Max had a special task. He had to repair a chamber. Max was only three years old, but he was big and strong. The chamber was very big and it was full of pieces. Max wanted to put them together. He got a big hammer and some tough",64,0.0078125,eager,native,float32,D_one_long,2,5.7220458984375e-06,7.831923767298576e-07,False,False,True,,ok,
31,"Once upon a time, a little boy named Max had a special task. He had to repair a chamber. Max was only three years old, but he was big and strong. The chamber was very big and it was full of pieces. Max wanted to put them together. He got a big hammer and some tough",64,0.0078125,eager,native,float32,E_mixed_lengths,4,6.67572021484375e-06,8.497273142893391e-07,False,False,True,,ok,
32,"Sam and Lily were friends who liked to play outside. One day, it rained a lot and they saw many puddles on the ground. They put on their boots and ran to the biggest puddle they could find. ""Let's make a splash!"" Sam said, and jumped into the puddle with a loud noise. Lily laughed and followed him. They had fun making waves and splashing each other with water. But then, they saw a little bird on the edge of the puddle. It was wet and cold and looked sad. Lily felt sorry for the bird and wanted to help it. ""Sam, look at the bird. It needs",128,0.0078125,eager,native,float32,A_target_only,1,0.0,0.0,False,False,True,,ok,
32,"Sam and Lily were friends who liked to play outside. One day, it rained a lot and they saw many puddles on the ground. They put on their boots and ran to the biggest puddle they could find. ""Let's make a splash!"" Sam said, and jumped into the puddle with a loud noise. Lily laughed and followed him. They had fun making waves and splashing each other with water. But then, they saw a little bird on the edge of the puddle. It was wet and cold and looked sad. Lily felt sorry for the bird and wanted to help it. ""Sam, look at the bird. It needs",128,0.0078125,eager,native,float32,B_one_short,2,2.86102294921875e-06,4.64981241066198e-07,False,False,True,,ok,
32,"Sam and Lily were friends who liked to play outside. One day, it rained a lot and they saw many puddles on the ground. They put on their boots and ran to the biggest puddle they could find. ""Let's make a splash!"" Sam said, and jumped into the puddle with a loud noise. Lily laughed and followed him. They had fun making waves and splashing each other with water. But then, they saw a little bird on the edge of the puddle. It was wet and cold and looked sad. Lily felt sorry for the bird and wanted to help it. ""Sam, look at the bird. It needs",128,0.0078125,eager,native,float32,C_seven_short,8,9.5367431640625e-06,8.399390480917646e-07,False,False,True,,ok,
32,"Sam and Lily were friends who liked to play outside. One day, it rained a lot and they saw many puddles on the ground. They put on their boots and ran to the biggest puddle they could find. ""Let's make a splash!"" Sam said, and jumped into the puddle with a loud noise. Lily laughed and followed him. They had fun making waves and splashing each other with water. But then, they saw a little bird on the edge of the puddle. It was wet and cold and looked sad. Lily felt sorry for the bird and wanted to help it. ""Sam, look at the bird. It needs",128,0.0078125,eager,native,float32,D_one_long,2,7.62939453125e-06,8.017913160074386e-07,False,False,True,,ok,
32,"Sam and Lily were friends who liked to play outside. One day, it rained a lot and they saw many puddles on the ground. They put on their boots and ran to the biggest puddle they could find. ""Let's make a splash!"" Sam said, and jumped into the puddle with a loud noise. Lily laughed and followed him. They had fun making waves and splashing each other with water. But then, they saw a little bird on the edge of the puddle. It was wet and cold and looked sad. Lily felt sorry for the bird and wanted to help it. ""Sam, look at the bird. It needs",128,0.0078125,eager,native,float32,E_mixed_lengths,4,9.5367431640625e-06,8.399390480917646e-07,False,False,True,,ok,
33,Once upon a time there lived a fierce little girl named Emma. She was,16,0.0078125,eager,native,float32,A_target_only,1,0.0,0.0,False,False,True,,ok,
33,Once upon a time there lived a fierce little girl named Emma. She was,16,0.0078125,eager,native,float32,B_one_short,2,3.814697265625e-06,4.758090881296084e-07,False,False,True,,ok,
33,Once upon a time there lived a fierce little girl named Emma. She was,16,0.0078125,eager,native,float32,C_seven_short,8,3.814697265625e-06,5.11648806877929e-07,False,False,True,,ok,
33,Once upon a time there lived a fierce little girl named Emma. She was,16,0.0078125,eager,native,float32,D_one_long,2,6.198883056640625e-06,7.555628371846979e-07,False,False,True,,ok,
33,Once upon a time there lived a fierce little girl named Emma. She was,16,0.0078125,eager,native,float32,E_mixed_lengths,4,7.152557373046875e-06,7.190943733803579e-07,False,False,True,,ok,
34,"One day, Jason went out to the park. It was dark outside",16,0.0078125,eager,native,float32,A_target_only,1,0.0,0.0,False,False,True,,ok,
34,"One day, Jason went out to the park. It was dark outside",16,0.0078125,eager,native,float32,B_one_short,2,4.291534423828125e-06,6.720186433994968e-07,False,False,True,,ok,
34,"One day, Jason went out to the park. It was dark outside",16,0.0078125,eager,native,float32,C_seven_short,8,4.291534423828125e-06,6.165304284877493e-07,False,False,True,,ok,
34,"One day, Jason went out to the park. It was dark outside",16,0.0078125,eager,native,float32,D_one_long,2,6.67572021484375e-06,9.718806950331782e-07,False,False,True,,ok,
34,"One day, Jason went out to the park. It was dark outside",16,0.0078125,eager,native,float32,E_mixed_lengths,4,6.67572021484375e-06,9.836880963121075e-07,False,False,True,,ok,
35,Lila and Tom are happy. They like to play with their toys and books. They have a big port in their room. It is a big box with,32,0.0078125,eager,native,float32,A_target_only,1,0.0,0.0,False,False,True,,ok,
35,Lila and Tom are happy. They like to play with their toys and books. They have a big port in their room. It is a big box with,32,0.0078125,eager,native,float32,B_one_short,2,5.7220458984375e-06,5.982010407024063e-07,False,False,True,,ok,
35,Lila and Tom are happy. They like to play with their toys and books. They have a big port in their room. It is a big box with,32,0.0078125,eager,native,float32,C_seven_short,8,3.337860107421875e-06,6.097508844504773e-07,False,False,True,,ok,
35,Lila and Tom are happy. They like to play with their toys and books. They have a big port in their room. It is a big box with,32,0.0078125,eager,native,float32,D_one_long,2,7.62939453125e-06,9.984240705307457e-07,False,False,True,,ok,
35,Lila and Tom are happy. They like to play with their toys and books. They have a big port in their room. It is a big box with,32,0.0078125,eager,native,float32,E_mixed_lengths,4,9.5367431640625e-06,9.408510663888592e-07,False,False,True,,ok,
36,"It was a wild day, and the sky was grey. Rain was coming down from the clouds, pouring heavily. Joe looked out the window, and",32,0.0078125,eager,native,float32,A_target_only,1,0.0,0.0,False,False,True,,ok,
36,"It was a wild day, and the sky was grey. Rain was coming down from the clouds, pouring heavily. Joe looked out the window, and",32,0.0078125,eager,native,float32,B_one_short,2,3.814697265625e-06,6.023886385264632e-07,False,False,True,,ok,
36,"It was a wild day, and the sky was grey. Rain was coming down from the clouds, pouring heavily. Joe looked out the window, and",32,0.0078125,eager,native,float32,C_seven_short,8,2.86102294921875e-06,4.4132281118436367e-07,False,False,True,,ok,
36,"It was a wild day, and the sky was grey. Rain was coming down from the clouds, pouring heavily. Joe looked out the window, and",32,0.0078125,eager,native,float32,D_one_long,2,6.67572021484375e-06,8.696249551576329e-07,False,False,True,,ok,
36,"It was a wild day, and the sky was grey. Rain was coming down from the clouds, pouring heavily. Joe looked out the window, and",32,0.0078125,eager,native,float32,E_mixed_lengths,4,5.7220458984375e-06,8.257304102698981e-07,False,False,True,,ok,
37,"There was a pretty painter. He started to paint a picture on a large piece of paper with colourful paints. He worked very hard and was concentrating lots. He felt sleepy so he yawned. Then, he heard someone speak ""Painter, why are you yawning?"". He turned around, and there was a little girl. He said that he was tired. She suggested that he take a break and play with her, so he did. They played hide and seek, they danced around and they laughed lots. The painter forgot how tired he was. He felt so happy! When it was Grandma's time for",128,0.0078125,eager,native,float32,A_target_only,1,0.0,0.0,False,False,True,,ok,
37,"There was a pretty painter. He started to paint a picture on a large piece of paper with colourful paints. He worked very hard and was concentrating lots. He felt sleepy so he yawned. Then, he heard someone speak ""Painter, why are you yawning?"". He turned around, and there was a little girl. He said that he was tired. She suggested that he take a break and play with her, so he did. They played hide and seek, they danced around and they laughed lots. The painter forgot how tired he was. He felt so happy! When it was Grandma's time for",128,0.0078125,eager,native,float32,B_one_short,2,3.814697265625e-06,4.991979949409142e-07,False,False,True,,ok,
37,"There was a pretty painter. He started to paint a picture on a large piece of paper with colourful paints. He worked very hard and was concentrating lots. He felt sleepy so he yawned. Then, he heard someone speak ""Painter, why are you yawning?"". He turned around, and there was a little girl. He said that he was tired. She suggested that he take a break and play with her, so he did. They played hide and seek, they danced around and they laughed lots. The painter forgot how tired he was. He felt so happy! When it was Grandma's time for",128,0.0078125,eager,native,float32,C_seven_short,8,7.152557373046875e-06,8.662772756906634e-07,False,False,True,,ok,
37,"There was a pretty painter. He started to paint a picture on a large piece of paper with colourful paints. He worked very hard and was concentrating lots. He felt sleepy so he yawned. Then, he heard someone speak ""Painter, why are you yawning?"". He turned around, and there was a little girl. He said that he was tired. She suggested that he take a break and play with her, so he did. They played hide and seek, they danced around and they laughed lots. The painter forgot how tired he was. He felt so happy! When it was Grandma's time for",128,0.0078125,eager,native,float32,D_one_long,2,6.67572021484375e-06,8.304818948090542e-07,False,False,True,,ok,
37,"There was a pretty painter. He started to paint a picture on a large piece of paper with colourful paints. He worked very hard and was concentrating lots. He felt sleepy so he yawned. Then, he heard someone speak ""Painter, why are you yawning?"". He turned around, and there was a little girl. He said that he was tired. She suggested that he take a break and play with her, so he did. They played hide and seek, they danced around and they laughed lots. The painter forgot how tired he was. He felt so happy! When it was Grandma's time for",128,0.0078125,eager,native,float32,E_mixed_lengths,4,7.152557373046875e-06,8.662772756906634e-07,False,False,True,,ok,
38,"One day, a big boat went to a harbor. The harbor was big and had many boats. The boat had a job to complete. The boat's job was to take people across the water. The people were happy to go on the boat. The boat saw a scary fish in the water. The fish was big and had sharp teeth. The boat was scared, but it had to complete its job. The boat said, ""I am scared, but I will complete my job."" The scary fish swam fast and came near the boat. The people on the boat were scared too. The fish jumped out of the water and",128,0.0078125,eager,native,float32,A_target_only,1,0.0,0.0,False,False,True,,ok,
38,"One day, a big boat went to a harbor. The harbor was big and had many boats. The boat had a job to complete. The boat's job was to take people across the water. The people were happy to go on the boat. The boat saw a scary fish in the water. The fish was big and had sharp teeth. The boat was scared, but it had to complete its job. The boat said, ""I am scared, but I will complete my job."" The scary fish swam fast and came near the boat. The people on the boat were scared too. The fish jumped out of the water and",128,0.0078125,eager,native,float32,B_one_short,2,3.814697265625e-06,4.885945941168757e-07,False,False,True,,ok,
38,"One day, a big boat went to a harbor. The harbor was big and had many boats. The boat had a job to complete. The boat's job was to take people across the water. The people were happy to go on the boat. The boat saw a scary fish in the water. The fish was big and had sharp teeth. The boat was scared, but it had to complete its job. The boat said, ""I am scared, but I will complete my job."" The scary fish swam fast and came near the boat. The people on the boat were scared too. The fish jumped out of the water and",128,0.0078125,eager,native,float32,C_seven_short,8,5.245208740234375e-06,7.710374916314322e-07,False,False,True,,ok,
38,"One day, a big boat went to a harbor. The harbor was big and had many boats. The boat had a job to complete. The boat's job was to take people across the water. The people were happy to go on the boat. The boat saw a scary fish in the water. The fish was big and had sharp teeth. The boat was scared, but it had to complete its job. The boat said, ""I am scared, but I will complete my job."" The scary fish swam fast and came near the boat. The people on the boat were scared too. The fish jumped out of the water and",128,0.0078125,eager,native,float32,D_one_long,2,5.4836273193359375e-06,7.456424668816908e-07,False,False,True,,ok,
38,"One day, a big boat went to a harbor. The harbor was big and had many boats. The boat had a job to complete. The boat's job was to take people across the water. The people were happy to go on the boat. The boat saw a scary fish in the water. The fish was big and had sharp teeth. The boat was scared, but it had to complete its job. The boat said, ""I am scared, but I will complete my job."" The scary fish swam fast and came near the boat. The people on the boat were scared too. The fish jumped out of the water and",128,0.0078125,eager,native,float32,E_mixed_lengths,4,5.245208740234375e-06,7.710374916314322e-07,False,False,True,,ok,
39,"Once upon a time, there was a brave bumblebee named B",16,0.0078125,eager,native,float32,A_target_only,1,0.0,0.0,False,False,True,,ok,
39,"Once upon a time, there was a brave bumblebee named B",16,0.0078125,eager,native,float32,B_one_short,2,3.814697265625e-06,6.267166554607684e-07,False,False,True,,ok,
39,"Once upon a time, there was a brave bumblebee named B",16,0.0078125,eager,native,float32,C_seven_short,8,4.76837158203125e-06,6.339963078971778e-07,False,False,True,,ok,
39,"Once upon a time, there was a brave bumblebee named B",16,0.0078125,eager,native,float32,D_one_long,2,6.198883056640625e-06,6.591731107619125e-07,False,False,True,,ok,
39,"Once upon a time, there was a brave bumblebee named B",16,0.0078125,eager,native,float32,E_mixed_lengths,4,7.62939453125e-06,7.641600632268819e-07,False,False,True,,ok,
40,"Once upon a time, there was a little bird who loved to sing. She lived in a big tree with many branches. One day, she met a big bird who told her she had a terrible voice. The little bird felt sad and stopped singing. But then, she remembered something her mother told her. She",64,0.0078125,eager,native,float32,A_target_only,1,0.0,0.0,False,False,True,,ok,
40,"Once upon a time, there was a little bird who loved to sing. She lived in a big tree with many branches. One day, she met a big bird who told her she had a terrible voice. The little bird felt sad and stopped singing. But then, she remembered something her mother told her. She",64,0.0078125,eager,native,float32,B_one_short,2,4.291534423828125e-06,5.186591351957759e-07,False,False,True,,ok,
40,"Once upon a time, there was a little bird who loved to sing. She lived in a big tree with many branches. One day, she met a big bird who told her she had a terrible voice. The little bird felt sad and stopped singing. But then, she remembered something her mother told her. She",64,0.0078125,eager,native,float32,C_seven_short,8,9.5367431640625e-06,6.438168043132464e-07,False,False,True,,ok,
40,"Once upon a time, there was a little bird who loved to sing. She lived in a big tree with many branches. One day, she met a big bird who told her she had a terrible voice. The little bird felt sad and stopped singing. But then, she remembered something her mother told her. She",64,0.0078125,eager,native,float32,D_one_long,2,9.5367431640625e-06,6.438168043132464e-07,False,False,True,,ok,
40,"Once upon a time, there was a little bird who loved to sing. She lived in a big tree with many branches. One day, she met a big bird who told her she had a terrible voice. The little bird felt sad and stopped singing. But then, she remembered something her mother told her. She",64,0.0078125,eager,native,float32,E_mixed_lengths,4,7.62939453125e-06,7.314333743124735e-07,False,False,True,,ok,
41,"Once upon a time, there was a beautiful cat named Velvet.",16,0.0078125,eager,native,float32,A_target_only,1,0.0,0.0,False,False,True,,ok,
41,"Once upon a time, there was a beautiful cat named Velvet.",16,0.0078125,eager,native,float32,B_one_short,2,3.814697265625e-06,4.187870104033209e-07,False,False,True,,ok,
41,"Once upon a time, there was a beautiful cat named Velvet.",16,0.0078125,eager,native,float32,C_seven_short,8,3.814697265625e-06,4.071429202667787e-07,False,False,True,,ok,
41,"Once upon a time, there was a beautiful cat named Velvet.",16,0.0078125,eager,native,float32,D_one_long,2,5.7220458984375e-06,6.270265657803975e-07,False,False,True,,ok,
41,"Once upon a time, there was a beautiful cat named Velvet.",16,0.0078125,eager,native,float32,E_mixed_lengths,4,6.198883056640625e-06,7.493882208109426e-07,False,False,True,,ok,
42,"Lily and Ben were best friends. They liked to play in the park, read books, and eat blueberries. One day, Ben told Lily that he had to travel with his family. He said they were going to a far place and he would not come back for a long time. Lily was very sad. She",64,0.0078125,eager,native,float32,A_target_only,1,0.0,0.0,False,False,True,,ok,
42,"Lily and Ben were best friends. They liked to play in the park, read books, and eat blueberries. One day, Ben told Lily that he had to travel with his family. He said they were going to a far place and he would not come back for a long time. Lily was very sad. She",64,0.0078125,eager,native,float32,B_one_short,2,4.291534423828125e-06,4.918442755297292e-07,False,False,True,,ok,
42,"Lily and Ben were best friends. They liked to play in the park, read books, and eat blueberries. One day, Ben told Lily that he had to travel with his family. He said they were going to a far place and he would not come back for a long time. Lily was very sad. She",64,0.0078125,eager,native,float32,C_seven_short,8,1.049041748046875e-05,7.505778398808616e-07,False,False,True,,ok,
42,"Lily and Ben were best friends. They liked to play in the park, read books, and eat blueberries. One day, Ben told Lily that he had to travel with his family. He said they were going to a far place and he would not come back for a long time. Lily was very sad. She",64,0.0078125,eager,native,float32,D_one_long,2,1.049041748046875e-05,7.505778398808616e-07,False,False,True,,ok,
42,"Lily and Ben were best friends. They liked to play in the park, read books, and eat blueberries. One day, Ben told Lily that he had to travel with his family. He said they were going to a far place and he would not come back for a long time. Lily was very sad. She",64,0.0078125,eager,native,float32,E_mixed_lengths,4,6.67572021484375e-06,7.935273629300355e-07,False,False,True,,ok,
43,"Tom and Lily were playing in the park. They saw a big truck with many boxes. They wanted to see what was inside. They ran to the truck and climbed on it. A witch was hiding in one of the boxes. She was looking for new children to eat. She saw Tom and Lily and smiled. She jumped out of the box and grabbed them. They screamed and tried to get away, but the witch was too strong. The witch put Tom and Lily in a big bag. She threw the bag in the back of the truck. She closed the door and locked it. She got in the front of the truck and",128,0.0078125,eager,native,float32,A_target_only,1,0.0,0.0,False,False,True,,ok,
43,"Tom and Lily were playing in the park. They saw a big truck with many boxes. They wanted to see what was inside. They ran to the truck and climbed on it. A witch was hiding in one of the boxes. She was looking for new children to eat. She saw Tom and Lily and smiled. She jumped out of the box and grabbed them. They screamed and tried to get away, but the witch was too strong. The witch put Tom and Lily in a big bag. She threw the bag in the back of the truck. She closed the door and locked it. She got in the front of the truck and",128,0.0078125,eager,native,float32,B_one_short,2,3.337860107421875e-06,5.489662271429552e-07,False,False,True,,ok,
43,"Tom and Lily were playing in the park. They saw a big truck with many boxes. They wanted to see what was inside. They ran to the truck and climbed on it. A witch was hiding in one of the boxes. She was looking for new children to eat. She saw Tom and Lily and smiled. She jumped out of the box and grabbed them. They screamed and tried to get away, but the witch was too strong. The witch put Tom and Lily in a big bag. She threw the bag in the back of the truck. She closed the door and locked it. She got in the front of the truck and",128,0.0078125,eager,native,float32,C_seven_short,8,5.7220458984375e-06,8.935143682720081e-07,False,False,True,,ok,
43,"Tom and Lily were playing in the park. They saw a big truck with many boxes. They wanted to see what was inside. They ran to the truck and climbed on it. A witch was hiding in one of the boxes. She was looking for new children to eat. She saw Tom and Lily and smiled. She jumped out of the box and grabbed them. They screamed and tried to get away, but the witch was too strong. The witch put Tom and Lily in a big bag. She threw the bag in the back of the truck. She closed the door and locked it. She got in the front of the truck and",128,0.0078125,eager,native,float32,D_one_long,2,8.106231689453125e-06,9.39590449888783e-07,False,False,True,,ok,
43,"Tom and Lily were playing in the park. They saw a big truck with many boxes. They wanted to see what was inside. They ran to the truck and climbed on it. A witch was hiding in one of the boxes. She was looking for new children to eat. She saw Tom and Lily and smiled. She jumped out of the box and grabbed them. They screamed and tried to get away, but the witch was too strong. The witch put Tom and Lily in a big bag. She threw the bag in the back of the truck. She closed the door and locked it. She got in the front of the truck and",128,0.0078125,eager,native,float32,E_mixed_lengths,4,5.7220458984375e-06,8.935143682720081e-07,False,False,True,,ok,
44,"Jimmy was at the store with his mom. He was excited to see all the different kinds of candy. He wanted some sugar and asked his mom if he could get some. His mom said yes, so they went over to the shelf with the sugar. Jimmy saw a lot of different kinds of sugar. White",64,0.0078125,eager,native,float32,A_target_only,1,0.0,0.0,False,False,True,,ok,
44,"Jimmy was at the store with his mom. He was excited to see all the different kinds of candy. He wanted some sugar and asked his mom if he could get some. His mom said yes, so they went over to the shelf with the sugar. Jimmy saw a lot of different kinds of sugar. White",64,0.0078125,eager,native,float32,B_one_short,2,3.814697265625e-06,5.959956865808635e-07,False,False,True,,ok,
44,"Jimmy was at the store with his mom. He was excited to see all the different kinds of candy. He wanted some sugar and asked his mom if he could get some. His mom said yes, so they went over to the shelf with the sugar. Jimmy saw a lot of different kinds of sugar. White",64,0.0078125,eager,native,float32,C_seven_short,8,6.198883056640625e-06,8.51446657179622e-07,False,False,True,,ok,
44,"Jimmy was at the store with his mom. He was excited to see all the different kinds of candy. He wanted some sugar and asked his mom if he could get some. His mom said yes, so they went over to the shelf with the sugar. Jimmy saw a lot of different kinds of sugar. White",64,0.0078125,eager,native,float32,D_one_long,2,6.198883056640625e-06,8.51446657179622e-07,False,False,True,,ok,
44,"Jimmy was at the store with his mom. He was excited to see all the different kinds of candy. He wanted some sugar and asked his mom if he could get some. His mom said yes, so they went over to the shelf with the sugar. Jimmy saw a lot of different kinds of sugar. White",64,0.0078125,eager,native,float32,E_mixed_lengths,4,5.245208740234375e-06,7.905517236395099e-07,False,False,True,,ok,
45,"Once upon a time, there was a naughty little boy named Tom. Tom",16,0.0078125,eager,native,float32,A_target_only,1,0.0,0.0,False,False,True,,ok,
45,"Once upon a time, there was a naughty little boy named Tom. Tom",16,0.0078125,eager,native,float32,B_one_short,2,5.7220458984375e-06,4.905887180939317e-07,False,False,True,,ok,
45,"Once upon a time, there was a naughty little boy named Tom. Tom",16,0.0078125,eager,native,float32,C_seven_short,8,4.76837158203125e-06,5.014453563489951e-07,False,False,True,,ok,
45,"Once upon a time, there was a naughty little boy named Tom. Tom",16,0.0078125,eager,native,float32,D_one_long,2,6.67572021484375e-06,8.211865747398406e-07,False,False,True,,ok,
45,"Once upon a time, there was a naughty little boy named Tom. Tom",16,0.0078125,eager,native,float32,E_mixed_lengths,4,7.62939453125e-06,7.980050895639579e-07,False,False,True,,ok,
46,"Once upon a time there was a boy called Ted. Ted loved to catch things! One day his mum took him on a visit to a farm. Ted was so excited! At the farm Ted saw lots of animals. There were chickens and cows and even rabbits. Ted spotted a harmless white rabbit, so he decided to try and catch it. He crept up quietly and tried to grab it, but it was too quick for him! He was so disappointed. Suddenly, he heard a noise. It was coming from the barn. Ted ran over and looked inside. There, sitting in the middle of the barn, was a big,",128,0.0078125,eager,native,float32,A_target_only,1,0.0,0.0,False,False,True,,ok,
46,"Once upon a time there was a boy called Ted. Ted loved to catch things! One day his mum took him on a visit to a farm. Ted was so excited! At the farm Ted saw lots of animals. There were chickens and cows and even rabbits. Ted spotted a harmless white rabbit, so he decided to try and catch it. He crept up quietly and tried to grab it, but it was too quick for him! He was so disappointed. Suddenly, he heard a noise. It was coming from the barn. Ted ran over and looked inside. There, sitting in the middle of the barn, was a big,",128,0.0078125,eager,native,float32,B_one_short,2,2.86102294921875e-06,5.038719450567442e-07,False,False,True,,ok,
46,"Once upon a time there was a boy called Ted. Ted loved to catch things! One day his mum took him on a visit to a farm. Ted was so excited! At the farm Ted saw lots of animals. There were chickens and cows and even rabbits. Ted spotted a harmless white rabbit, so he decided to try and catch it. He crept up quietly and tried to grab it, but it was too quick for him! He was so disappointed. Suddenly, he heard a noise. It was coming from the barn. Ted ran over and looked inside. There, sitting in the middle of the barn, was a big,",128,0.0078125,eager,native,float32,C_seven_short,8,1.239776611328125e-05,7.32573369077727e-07,False,False,True,,ok,
46,"Once upon a time there was a boy called Ted. Ted loved to catch things! One day his mum took him on a visit to a farm. Ted was so excited! At the farm Ted saw lots of animals. There were chickens and cows and even rabbits. Ted spotted a harmless white rabbit, so he decided to try and catch it. He crept up quietly and tried to grab it, but it was too quick for him! He was so disappointed. Suddenly, he heard a noise. It was coming from the barn. Ted ran over and looked inside. There, sitting in the middle of the barn, was a big,",128,0.0078125,eager,native,float32,D_one_long,2,1.239776611328125e-05,7.180244097071409e-07,False,False,True,,ok,
46,"Once upon a time there was a boy called Ted. Ted loved to catch things! One day his mum took him on a visit to a farm. Ted was so excited! At the farm Ted saw lots of animals. There were chickens and cows and even rabbits. Ted spotted a harmless white rabbit, so he decided to try and catch it. He crept up quietly and tried to grab it, but it was too quick for him! He was so disappointed. Suddenly, he heard a noise. It was coming from the barn. Ted ran over and looked inside. There, sitting in the middle of the barn, was a big,",128,0.0078125,eager,native,float32,E_mixed_lengths,4,1.239776611328125e-05,7.32573369077727e-07,False,False,True,,ok,
47,"Once upon a time there was a very hard worker. Every day, he would work and work, but he never had enough time. One day, he decided to go talk to the wise old owl. The old owl listened carefully, and said, â€œYou must learn to work smarter, not harder. Take",64,0.0078125,eager,native,float32,A_target_only,1,0.0,0.0,False,False,True,,ok,
47,"Once upon a time there was a very hard worker. Every day, he would work and work, but he never had enough time. One day, he decided to go talk to the wise old owl. The old owl listened carefully, and said, â€œYou must learn to work smarter, not harder. Take",64,0.0078125,eager,native,float32,B_one_short,2,4.0531158447265625e-06,6.349533805405372e-07,False,False,True,,ok,
47,"Once upon a time there was a very hard worker. Every day, he would work and work, but he never had enough time. One day, he decided to go talk to the wise old owl. The old owl listened carefully, and said, â€œYou must learn to work smarter, not harder. Take",64,0.0078125,eager,native,float32,C_seven_short,8,1.1444091796875e-05,8.777853395258717e-07,False,False,True,,ok,
47,"Once upon a time there was a very hard worker. Every day, he would work and work, but he never had enough time. One day, he decided to go talk to the wise old owl. The old owl listened carefully, and said, â€œYou must learn to work smarter, not harder. Take",64,0.0078125,eager,native,float32,D_one_long,2,1.1444091796875e-05,8.777853395258717e-07,False,False,True,,ok,
47,"Once upon a time there was a very hard worker. Every day, he would work and work, but he never had enough time. One day, he decided to go talk to the wise old owl. The old owl listened carefully, and said, â€œYou must learn to work smarter, not harder. Take",64,0.0078125,eager,native,float32,E_mixed_lengths,4,8.58306884765625e-06,8.92155753717816e-07,False,False,True,,ok,
48,Mommy was packing the van. She,8,0.0078125,eager,native,float32,A_target_only,1,0.0,0.0,False,False,True,,ok,
48,Mommy was packing the van. She,8,0.0078125,eager,native,float32,B_one_short,2,3.814697265625e-06,4.779482196681784e-07,False,False,True,,ok,
48,Mommy was packing the van. She,8,0.0078125,eager,native,float32,C_seven_short,8,7.62939453125e-06,6.72440421567444e-07,False,False,True,,ok,
48,Mommy was packing the van. She,8,0.0078125,eager,native,float32,D_one_long,2,8.58306884765625e-06,7.043725531730161e-07,False,False,True,,ok,
